"Vehicle.Use","Anti.Theft.Device.Indicator","Body.Style","Electric_Vehicle_Indicator","Fleet.Vehicle.Indicator","Fuel.Type","Hybrid.Vehicle.Indicator","Make","Model","Model.Year","Municipality","Owner.Type","Region","Vehicle.Count"
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","TOYOTA","CROWN PLATINUM HYBRID 4DR AWD",2023,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","ESCAPE SEL 2.0T 4DR AWD",2021,"Gitanmaax","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","TESLA","MODEL Y 60 4DR 2WD",2023,"Squamish","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","COROLLA CROSS LE 4DR AWD",2023,"Telkwa","Person","North Central",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","HONDA","CIVIC EX 4DR",2021,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorcoupe","No","No","Gasolineelectric","Yes","HYUNDAI","IONIQ PREFERRED ELECTRIC PLUS 4DR HATCH",2019,"Surrey","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","TUCSON N-LINE 4DR AWD",2022,"Prince George","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","HYUNDAI","KONA ESSENTIAL ELECTRIC 4DR 2WD",2020,"Burnaby","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","FORESTER 2.5I LIMITED WAGON AWD",2020,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","FORTE GT LINE 4DR",2022,"Smithers","Person","North Central",1
"Personal","Yes","Fourdoorconvertible","No","No","Gasoline","No","JEEP","WRANGLER SPORT 4WD",2019,"Langford","Person","Vancouver Island",1
"Personal","Yes","Hatchback","No","No","Gasolineelectric","Yes","KIA","NIRO EX PREMIUM HYBRID 5DR",2019,"Saanich","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","PILOT EX 4DR AWD",2020,"West Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","CHEVROLET","BOLT EUV PREMIER 4DR 2WD",2022,"Maple Ridge","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","CR-V LX 4DR 2WD",2021,"Kamloops","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","WRANGLER UNLIMITED SPORT 4DR 4WD DIES",2021,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","NISSAN","ARIYA PLATINUM+ 4DR AWD",2023,"Cobble Hill","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","ROGUE S SPECIAL EDITION 4DR 2WD",2020,"Richmond","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","BUICK","ENVISION ESSENSE TURBO 4DR AWD",2023,"Gold River","Person","Vancouver Island",1
"Personal","Yes","Hatchback","Yes","No","Electric","No","HYUNDAI","IONIQ PREFERRED ELECTRIC 4DR HATCHBACK",2019,"Roberts Creek","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHRYSLER","PACIFICA TOURING-L AWD",2023,"Revelstoke","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","QASHQAI SV 4DR AWD",2022,"Dawson Creek","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","VOLVO","XC60 MOMENTUM T6 4DR AWD",2019,"Victoria","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","GRAND CHEROKEE LAREDO 4DR 4WD",2019,"Squamish","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","KIA","RIO EX 4DR",2020,"Port Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","Yes","No","Electric","No","TESLA","MODEL 3 STANDARD RANGE PLUS 50 4DR",2020,"Saanich","Person","Vancouver Island",1
"Personal","No","Fourdoorsedan","No","No","Gasoline","No","AUDI","A3 KOMFORT 40 2.0 TFSI 4DR",2019,"Delta","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","ESCAPE SE 4DR 4WD",2019,"Langley","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","TOYOTA","C-HR LIMITED 4DR 2WD",2022,"Richmond","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","PALISADE ULTIMATE V6 4DR AWD",2020,"Deroche","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","IMPREZA 2.0I 5DR AWD",2020,"North Shore","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","SELTOS EX 4DR AWD",2022,"Port Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","SORENTO EX V6 4DR AWD",2020,"Penticton","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","TOYOTA","RAV4 LE HYBRID 4DR AWD",2021,"Greenwood","Person","Southern Interior",1
"Personal","Yes","Twodoorcoupe","No","No","Gasoline","No","TOYOTA","GR86 PREMIUM 2DR",2023,"Richmond","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasolineelectric","Yes","HYUNDAI","SONATA ULTIMATE HYBRID 4DR",2022,"Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Twodoorsedan","No","No","Gasoline","No","FORD","MUSTANG 2DR",2020,"Maple Ridge","Person","Lower Mainland",1
"Personal","Yes","Twodoorcoupe","No","No","Gasoline","No","PORSCHE","911 TURBO S 2DR COUPE AWD",2021,"North Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","KIA","FORTE EX PREMIUM 4DR",2022,"Surrey","Person","Lower Mainland",1
"Personal","No","Fourdoorsedan","Yes","No","Electric","No","BMW","I4 EDRIVE35 GRAN COUPE 4DR",2023,"Langley","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","BUICK","ENVISION ESSENSE TURBO 4DR AWD",2022,"Crofton","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","EQUINOX LS 4DR AWD",2019,"Gibsons","Person","Lower Mainland",1
"Personal","Yes","Twodoorstationwagon","No","No","Gasoline","No","JEEP","WRANGLER SPORT 4WD",2020,"Langley","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MITSUBISHI","RVR SE 4DR 4WD",2023,"Unknown","Person","Unknown",1
"Personal","Yes","Fourdoorstationwagon","No","No","Diesel","No","GMC","YUKON XL SLT 4DR 4WD DIESEL",2023,"Kelowna","Person","Southern Interior",1
"Personal","Yes","Twodoorcoupe","No","No","Gasoline","No","FORD","MUSTANG GT 2DR",2021,"Kamloops","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","TOYOTA","SIENNA XLE HYBRID",2023,"Duncan","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","EQUINOX LT 2.0T 4DR AWD",2019,"Terrace","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","ALFA","STELVIO QUADRIFOGLIO 4DR AWD",2022,"Unknown","Person","Unknown",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","FORESTER 2.5I TOURING WAGON AWD",2020,"Williams Lake","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","KIA","SORENTO EX+ PHEV 4DR AWD",2022,"Chilliwack","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","ODYSSEY EX-L",2022,"Saturna Island","Person","Vancouver Island",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","QASHQAI S 4DR AWD",2022,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","TRAVERSE HIGH COUNTRY 4DR AWD",2021,"Genelle","Person","Southern Interior",1
"Personal","Yes","Twodoorconvertible","No","No","Gasoline","No","BMW","440I XDRIVE CABRIOLET AWD",2019,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","ACURA","MDX PLATINUM ELITE 4DR AWD",2023,"Surrey","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","GMC","TERRAIN SLE 4DR AWD",2022,"Prince George","Person","North Central",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","TOYOTA","RAV4 LE 4DR AWD",2019,"Dawson Creek","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","ROGUE SL 4DR AWD",2019,"Port Alberni","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Diesel","No","CHEVROLET","TAHOE RST 4DR 4WD DIESEL",2023,"Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","EXPEDITION MAX LIMITED 4DR 4WD",2020,"Fort St James","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","CROSSTREK TOURING 5DR AWD",2021,"Esquimalt","Person","Vancouver Island",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","Yes","TOYOTA","RAV4 XSE HYBRID 4DR AWD",2022,"Victoria","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","OUTBACK 2.5I TOURING WAGON AWD",2021,"West Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","SPORTAGE LX 4DR AWD",2021,"Gold River","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","EDGE ST LINE 4DR AWD",2022,"West Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","No","TOYOTA","RAV4",2024,"Campbell River","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","SELTOS LX 4DR 2WD",2022,"Cultus Lake","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","COROLLA CROSS LE 4DR AWD",2022,"Kimberley","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","KIA","NIRO EX HYBRID 5DR",2019,"Abbotsford","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","VOLKSWAGEN","GOLF COMFORTLINE 1.4 TSI 4DR HATCHBACK",2019,"View Royal","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","TRAX RS 4DR 2WD",2024,"Port Coquitlam","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","QASHQAI SL 4DR AWD",2020,"Richmond","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","SANTA FE PREFERRED 4DR AWD",2021,"Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","CHEROKEE TRAILHAWK 4DR 4WD",2019,"Laxgalts Ap","Person","North Central",1
"Personal","Yes","Fourdoorsedan","Yes","No","Electric","No","TESLA","MODEL 3 STANDARD RANGE PLUS 50 4DR",2021,"Saturna Island","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","KIA","NIRO EV PREMIUM+ 5DR",2023,"North Saanich","Person","Vancouver Island",1
"Personal","Yes","Twodoorcoupe","No","No","Gasoline","No","TOYOTA","86 GT 2DR",2019,"Port Alberni","Person","Vancouver Island",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","GENESIS","G70 SPORT 3.3T 4DR AWD",2020,"Ubc","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","LEXUS","UX250H 4DR AWD",2021,"North Shore","Person","Southern Interior",1
"Personal","Yes","Twodoorsedan","No","No","Gasoline","No","HONDA","CIVIC TOURING 2DR COUPE",2020,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","GMC","TERRAIN SLE 4DR 2WD",2021,"Burnaby","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","RAV4 TRAIL 4DR AWD",2021,"Blewett","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","VOLKSWAGEN","TAOS COMFORTLINE 1.5 TSI 4DR AWD",2023,"Abbotsford","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","GMC","TERRAIN SLE 4DR AWD",2022,"Delta","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","LAND","DEFENDER 110 P525 4DR AWD",2023,"Langley","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","MAZDA","MAZDA3 GS 4DR",2024,"Langley","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","MITSUBISHI","OUTLANDER GT HYBRID 4DR AWD",2022,"Oliver","Person","Southern Interior",1
"Personal","Yes","Twodoorcoupe","No","No","Gasoline","No","MINI","JOHN COOPER WORKS 2DR",2022,"Richmond","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","ECOSPORT SES 4DR 4WD",2019,"Langley","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","Yes","MERCEDES-BENZ","GLE53 4DR AWD",2023,"White Rock","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","Yes","AUDI","RS7 4.0 TFSI QUATTRO 4DR SPORTBACK",2023,"Richmond","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","BLAZER RS V6 4DR AWD",2019,"Fraser Lake","Person","North Central",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","VOLKSWAGEN","JETTA GLI 2.0 TSI 4DR",2020,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","VOLVO","V90 CROSS COUNTRY T6 WAGON AWD",2019,"Penticton","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","CHEROKEE NORTH 4DR 4WD",2020,"Delta","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","LEXUS","NX350H 4DR AWD",2023,"Kamloops","Person","Southern Interior",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","KIA","SPORTAGE X-LINE LIMITED 4DR AWD",2023,"Chase","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","KONA ESSENTIAL 4DR AWD",2019,"Port Coquitlam","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","CROSSTREK TOURING 5DR AWD",2019,"Terrace","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","CR-V SPORT 4DR AWD",2020,"Ubc","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","CR-V LX 4DR AWD",2021,"Sechelt","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","KONA ESSENTIAL 4DR 2WD",2024,"View Royal","Person","Vancouver Island",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","TOYOTA","COROLLA LE 4DR",2021,"New Westminster","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","TRAILBLAZER RS TURBO 4DR AWD",2023,"Abbotsford","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","HONDA","CIVIC SPORT TOURING 4DR HATCHBACK",2019,"Port Moody","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasolineelectric","Yes","TOYOTA","PRIUS PRIME 5DR",2020,"Cobble Hill","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","KIA","SPORTAGE SX HEV 4DR AWD",2023,"Burnaby","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","MITSUBISHI","ECLIPSE CROSS SE 4DR AWD",2019,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MAZDA","CX-30 GS 4DR AWD",2022,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","DODGE/RAM","DURANGO CITADEL 4DR 4WD",2020,"Maple Ridge","Person","Lower Mainland",1
"Personal","No","Fourdoorhardtop","Yes","No","Electric","No","VOLVO","C40 ULTIMATE RECHARGE 4DR AWD",2022,"Salt Spring Island","Person","Vancouver Island",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","CHEROKEE TRAILHAWK 4DR 4WD",2020,"Richmond","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","HYUNDAI","ELANTRA N-LINE 4DR",2021,"Comox","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","GRAND CHEROKEE LAREDO 4DR 4WD",2020,"Kimberley","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","HYUNDAI","IONIQ 5 PREFERRED LONG RANGE 4DR AWD",2023,"Peachland","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","Yes","HYUNDAI","TUCSON ULTIMATE HYBRID 4DR AWD",2022,"Unknown","Person","Unknown",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","TAHOE LS 4DR 4WD",2020,"93 Mile House","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","GENESIS","GV70 SPORT PLUS 3.5T 4DR AWD",2024,"Burnaby","Person","Lower Mainland",1
"Personal","Yes","Twodoorconvertible","No","No","Gasoline","No","PORSCHE","718 BOXSTER GTS CONVERTIBLE",2019,"Richmond","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","KICKS SR 4DR 2WD",2023,"Oregon Jack","Person","Southern Interior",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","BMW","X7 40I 4DR AWD",2020,"North Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","SANTA FE PREFERRED 4DR AWD",2021,"Kamloops Ir No 1","Person","Southern Interior",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","SUBARU","IMPREZA 2.0I SPORT 5DR AWD",2023,"Abbotsford","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","TOYOTA","C-HR LE 4DR 2WD",2019,"Kelowna","Person","Southern Interior",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","GMC","ACADIA AT4 V6 4DR AWD",2021,"Gibsons","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","MAZDA","MAZDA3 SPORT GT I-ACTIV 5DR AWD",2022,"Port Moody","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","EXPEDITION MAX PLATINUM 4DR 4WD",2020,"Mission","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","KONA PREFERRED 4DR 2WD",2020,"Qualicum Beach","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CADILLAC","XT4 4DR AWD",2019,"Mission","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","CHEROKEE ALTITUDE 4DR 4WD",2022,"Vernon","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","CR-V SPORT 4DR AWD",2022,"Cobble Hill","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","BRONCO SPORT BADLANDS 4DR AWD",2023,"Chilliwack","Person","Lower Mainland",1
"Personal","Yes","Twodoorhardtop","No","No","Gasoline","No","JEEP","WRANGLER SPORT 4WD",2020,"Chase","Person","Southern Interior",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","COROLLA CROSS LE 4DR AWD",2022,"Cowichan Bay","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","KICKS SV 4DR 2WD",2019,"Richmond","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Electric","Yes","HONDA","CLARITY PLUG-IN 4DR",2019,"Abbotsford","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","TOYOTA","BZ4X XLE 4DR AWD",2023,"Bowen Island","Person","Lower Mainland",1
"Personal","No","Fourdoorsedan","No","No","Gasolineelectric","Yes","TOYOTA","CAMRY XLE HYBRID 4DR",2022,"Chemainus","Person","Vancouver Island",1
